item,iso,K_item,anypair,anypair_plugin,net,net_plugin,persist,persist_plugin
sup_demsys,434,77,False,False,False,False,False,False
sup_demsys,458,77,False,True,False,True,False,False
sup_demsys,484,77,True,True,True,True,False,False
sup_demsys,498,77,True,True,False,False,False,False
sup_demsys,504,77,True,True,True,True,False,False
sup_demsys,528,77,False,False,False,False,False,False
sup_demsys,554,77,True,True,False,False,False,False
sup_demsys,566,77,True,True,True,True,False,False
sup_demsys,578,77,False,False,False,False,False,False
sup_demsys,586,77,True,True,False,False,False,False
sup_demsys,604,77,True,True,False,False,False,False
sup_demsys,608,77,True,True,True,True,False,False
sup_demsys,616,77,False,True,False,True,False,True
sup_demsys,630,77,True,True,True,True,False,False
sup_demsys,642,77,True,True,False,True,False,False
sup_demsys,643,77,False,True,False,False,False,False
sup_demsys,688,77,True,True,True,True,False,False
sup_demsys,702,77,False,True,True,True,False,False
sup_demsys,703,77,True,True,True,True,True,True
sup_demsys,704,77,True,True,True,True,False,False
sup_demsys,705,77,False,True,False,True,False,False
sup_demsys,710,77,True,True,True,True,False,False
sup_demsys,716,77,True,True,False,False,False,False
sup_demsys,724,77,False,True,False,False,False,False
sup_demsys,752,77,True,True,False,False,False,False
sup_demsys,756,77,False,False,False,False,False,False
sup_demsys,764,77,False,True,True,True,False,False
sup_demsys,780,77,False,False,False,False,False,False
sup_demsys,788,77,True,True,True,True,True,True
sup_demsys,792,77,True,True,True,True,False,False
sup_demsys,804,77,True,True,False,False,False,False
sup_demsys,807,77,False,False,False,False,False,False
sup_demsys,818,77,True,True,True,True,False,False
sup_demsys,826,77,False,False,False,False,False,False
sup_demsys,840,77,True,True,True,True,False,False
sup_demsys,858,77,True,True,False,True,False,False
sup_demsys,860,77,True,True,True,True,True,True
sup_demsys,862,77,False,True,False,False,False,False
confid_parl,8,77,True,True,True,True,True,True
confid_parl,12,77,False,True,False,True,False,True
confid_parl,31,77,True,True,True,True,True,True
confid_parl,32,77,True,True,True,True,False,False
confid_parl,36,77,True,True,True,True,False,False
confid_parl,50,77,True,True,True,True,False,False
confid_parl,51,77,True,True,True,True,False,False
confid_parl,70,77,True,True,True,True,True,True
confid_parl,76,77,True,True,True,True,False,False
confid_parl,100,77,True,True,True,True,True,True
confid_parl,112,77,False,False,False,False,False,False
confid_parl,124,77,False,False,False,False,False,False
confid_parl,152,77,True,True,True,True,False,False
confid_parl,156,77,False,True,False,False,False,False
confid_parl,158,77,True,True,True,True,False,False
confid_parl,170,77,True,True,False,False,False,False
confid_parl,196,77,True,True,True,True,True,True
confid_parl,203,77,True,True,True,True,False,False
confid_parl,218,77,True,True,True,True,True,True
confid_parl,231,77,False,False,False,False,False,False
confid_parl,233,77,False,True,False,True,False,True
confid_parl,246,77,True,True,True,True,False,False
confid_parl,268,77,False,True,False,False,False,False
confid_parl,276,77,False,True,False,False,False,False
confid_parl,288,77,True,True,True,True,True,True
confid_parl,320,77,False,False,False,False,False,False
confid_parl,344,77,True,True,True,True,True,True
confid_parl,348,77,True,True,True,True,True,True
confid_parl,356,77,True,True,False,False,False,False
confid_parl,360,77,True,True,False,False,False,False
confid_parl,364,77,False,False,True,True,False,False
confid_parl,368,77,True,True,True,True,True,True
confid_parl,392,77,True,True,False,False,False,False
confid_parl,398,77,False,False,False,False,False,False
confid_parl,400,77,True,True,True,True,False,True
confid_parl,410,77,True,True,True,True,False,False
confid_parl,417,77,True,True,False,False,False,False
confid_parl,422,77,False,False,False,False,False,False
confid_parl,434,77,True,True,True,True,True,True
confid_parl,458,77,True,True,True,True,False,False
confid_parl,484,77,True,True,True,True,False,False
confid_parl,498,77,True,True,True,True,False,True
confid_parl,504,77,True,True,False,False,False,False
confid_parl,528,77,False,True,False,False,False,False
confid_parl,554,77,False,False,False,False,False,False
confid_parl,566,77,True,True,True,True,False,False
confid_parl,578,77,True,True,True,True,True,True
confid_parl,586,77,True,True,True,True,False,False
confid_parl,604,77,True,True,True,True,False,False
confid_parl,608,77,False,True,False,False,False,False
confid_parl,616,77,True,True,True,True,False,False
confid_parl,630,77,True,True,True,True,False,False
confid_parl,642,77,True,True,True,True,False,True
confid_parl,643,77,True,True,True,True,False,False
confid_parl,646,77,True,True,True,True,True,True
confid_parl,688,77,True,True,True,True,False,True
confid_parl,702,77,False,True,False,True,False,True
confid_parl,703,77,True,True,True,True,False,True
confid_parl,704,77,True,True,False,True,False,False
confid_parl,705,77,True,True,True,True,False,True
confid_parl,710,77,True,True,False,False,False,False
confid_parl,716,77,True,True,True,True,False,False
confid_parl,724,77,True,True,False,False,False,False
confid_parl,752,77,False,False,False,False,False,False
confid_parl,756,77,False,False,False,False,False,False
confid_parl,764,77,False,False,False,False,False,False
confid_parl,780,77,False,False,False,False,False,False
confid_parl,788,77,False,False,False,False,False,False
confid_parl,792,77,True,True,False,False,False,False
confid_parl,804,77,True,True,True,True,False,False
confid_parl,807,77,True,True,True,True,True,True
confid_parl,818,77,True,True,True,True,True,True
confid_parl,826,77,True,True,True,True,True,True
confid_parl,840,77,True,True,True,True,False,False
confid_parl,858,77,True,True,False,False,False,False
confid_parl,860,77,True,True,True,True,True,True
confid_parl,862,77,True,True,True,True,False,False
