outcome,layer,cntry,essround,n,gap,m2_marg,m2_sim,m2_width,pcb_sim,pcb_width,da_sim,da_width,da_width_deploy
stfdem,all,SE,10,2270,1,1.0,1.0,0.19837449433882054,1.0,0.27802582575519325,,,
stfdem,all,SE,11,1208,1,1.0,1.0,0.19837449433882054,1.0,0.2932055265174955,,,
stfdem,all,SI,2,1357,1,1.0,1.0,0.19517500694424278,1.0,0.30216929850468544,,,
stfdem,all,SI,3,1378,1,1.0,1.0,0.19517500694424278,1.0,0.2951947117078391,,,
stfdem,all,SI,4,1226,1,1.0,1.0,0.19517500694424278,1.0,0.30188286594662966,,,
stfdem,all,SI,5,1338,1,0.3,0.0,0.19517500694424278,0.0,0.29565960852732975,,,
stfdem,all,SI,6,1210,1,1.0,1.0,0.19517500694424278,1.0,0.2803808189501861,,,
stfdem,all,SI,7,1151,1,0.7,0.0,0.19517500694424278,1.0,0.29000208627499424,,,
stfdem,all,SI,8,1265,1,0.5,0.0,0.19517500694424278,1.0,0.276346140708447,,,
stfdem,all,SI,9,1259,1,1.0,1.0,0.19517500694424278,1.0,0.29784899502514284,,,
stfdem,all,SI,10,1217,1,1.0,1.0,0.19517500694424278,1.0,0.30720974179436755,,,
stfdem,all,SI,11,1192,1,1.0,1.0,0.19517500694424278,1.0,0.30838361047304075,,,
stfdem,all,SK,3,1702,1,0.5,0.0,0.19828309104075953,1.0,0.3047601843289603,,,
stfdem,all,SK,4,1769,1,1.0,1.0,0.19828309104075953,1.0,0.3007152257979844,,,
stfdem,all,SK,5,1795,1,1.0,1.0,0.19828309104075953,1.0,0.30283560828148054,,,
stfdem,all,SK,6,1814,1,0.8,0.0,0.19828309104075953,1.0,0.29886523681468546,,,
stfdem,all,SK,9,1070,3,0.9,0.0,0.19828309104075953,1.0,0.3119090268225976,,,
stfdem,all,SK,10,1396,1,1.0,1.0,0.19828309104075953,1.0,0.30526435549951314,,,
stfdem,all,SK,11,1413,1,1.0,1.0,0.19828309104075953,1.0,0.3206142313173858,,,
stfdem,all,TR,4,2279,2,0.6,0.0,0.1970720203163228,0.0,0.32253777693597,,,
stfdem,all,UA,3,1724,1,0.8,0.0,0.19689565223302918,1.0,0.3144086118666897,,,
stfdem,all,UA,4,1590,1,0.7,0.0,0.19689565223302918,0.0,0.28340801757205347,,,
stfdem,all,UA,5,1649,1,0.7,0.0,0.19689565223302918,0.0,0.27565650409739,,,
stfdem,all,UA,6,1960,1,1.0,1.0,0.19689565223302918,1.0,0.27284374897874414,,,
stfdem,all,UA,11,2469,5,0.8,0.0,0.19689565223302918,0.0,0.28217244847073025,,,
stfdem,core,AT,10,1992,1,0.8,0.0,0.20650062490986992,1.0,0.2571197566768981,1.0,0.2575116494551968,0.2537945631332667
stfdem,core,AT,11,2317,1,1.0,1.0,0.20650062490986992,1.0,0.2855181041127697,1.0,0.2859865744426234,0.28177109228019026
stfdem,core,BE,10,1327,1,1.0,1.0,0.20703429282195512,1.0,0.26872137565054216,1.0,0.27159592147136535,0.26867734245812813
stfdem,core,BE,11,1570,1,1.0,1.0,0.20703429282195512,1.0,0.27051332797989114,1.0,0.27289759105160705,0.27046929478747705
stfdem,core,BG,10,2681,1,1.0,1.0,0.20703429282195512,1.0,0.24868175213272722,1.0,0.25255171630358364,0.24853604618975753
stfdem,core,BG,11,2191,1,1.0,1.0,0.20703429282195512,1.0,0.2658850345156033,1.0,0.26827418865408337,0.2657393285726335
stfdem,core,CH,10,1490,1,1.0,1.0,0.20703429282195512,1.0,0.21558192752598596,1.0,0.2199621030299695,0.2170491678587231
stfdem,core,CH,11,1341,1,1.0,1.0,0.20703429282195512,1.0,0.21033688967733957,1.0,0.2148548447903246,0.21163696524181183
stfdem,core,CY,10,870,1,0.9,0.0,0.2067290918775792,1.0,0.2802110039819365,1.0,0.2931592024639767,0.2840957225262869
stfdem,core,CY,11,667,1,1.0,1.0,0.2067290918775792,1.0,0.28991460654104384,1.0,0.3023996360021411,0.2938907191027552
stfdem,core,CZ,10,2411,1,1.0,1.0,0.20703429282195512,1.0,0.27592691560559307,1.0,0.2781570509563212,0.27586285683396616
stfdem,core,DE,10,8567,1,1.0,1.0,0.20703429282195512,1.0,0.27458288243760826,1.0,0.2816972233498718,0.2811666175598591
stfdem,core,DE,11,2399,1,1.0,1.0,0.20703429282195512,1.0,0.2842200423567796,1.0,0.2970588175248646,0.29072922892279907
stfdem,core,EE,10,1512,1,1.0,1.0,0.20703429282195512,1.0,0.2743678851210449,1.0,0.277267399496926,0.27501503982601594
stfdem,core,EE,11,1227,1,1.0,1.0,0.20703429282195512,1.0,0.26729801036476825,1.0,0.27087953586896346,0.26773359881145653
stfdem,core,ES,10,2255,1,0.9,0.0,0.20663553322800737,1.0,0.29545354348660785,1.0,0.30537851953673073,0.30351003484107075
stfdem,core,ES,11,1806,1,0.9,0.0,0.20663553322800737,1.0,0.3009862092548159,1.0,0.31204447512639444,0.3094193542685562
stfdem,core,FI,10,1560,1,0.7,0.0,0.2044505060457671,0.0,0.2413728410281722,0.0,0.2441174317531889,0.24268300322298644
stfdem,core,FI,11,1537,1,0.8,0.0,0.2044505060457671,0.0,0.21489303363351472,0.0,0.21876384032547214,0.21583620640117882
stfdem,core,FR,10,1930,1,0.7,0.0,0.20017101967543746,1.0,0.2780297292670818,1.0,0.2811202961111204,0.2789076019062926
stfdem,core,FR,11,1733,1,0.7,0.0,0.20017101967543746,1.0,0.27428329391294326,1.0,0.2775236576678175,0.27506015098974035
stfdem,core,GB,10,1128,1,1.0,1.0,0.20630300541180863,1.0,0.27962797357424707,1.0,0.2820394225069944,0.2795343825391056
stfdem,core,GB,11,1579,1,0.8,0.0,0.20630300541180863,1.0,0.27500448004383904,1.0,0.27843174208701643,0.27491088900869765
stfdem,core,GR,11,2717,1,0.7,0.0,0.20539579402246125,1.0,0.26752520157880927,1.0,0.2689162308938274,0.2674255294887589
stfdem,core,HR,10,1543,1,1.0,1.0,0.20703429282195512,1.0,0.26131384392293056,1.0,0.2655464178580225,0.26239179606117385
stfdem,core,HR,11,1519,1,1.0,1.0,0.20703429282195512,1.0,0.2825728106717288,1.0,0.28749572852731087,0.2838811216518534
stfdem,core,HU,10,1790,1,1.0,1.0,0.20703429282195512,1.0,0.29186790570361376,1.0,0.2977409287228535,0.2943027660625021
stfdem,core,HU,11,2059,1,1.0,1.0,0.20703429282195512,1.0,0.2938139806800212,1.0,0.29992376068248555,0.2960699342416649
stfdem,core,IE,10,1713,1,0.9,0.0,0.20585307340803496,1.0,0.2745601814435331,1.0,0.2770357532904527,0.2729499078641772
stfdem,core,IE,11,1928,1,1.0,1.0,0.20585307340803496,1.0,0.2654149079565927,1.0,0.2670801019612316,0.26350671095470163
stfdem,core,IL,11,858,1,1.0,1.0,0.20703429282195512,1.0,0.29563162529775744,1.0,0.29997529727253114,0.29470160399644074
stfdem,core,IS,10,879,1,1.0,1.0,0.20674632295679976,1.0,0.2646358399485246,1.0,0.263936132678209,0.26160803239790986
stfdem,core,IS,11,823,1,0.9,0.0,0.20674632295679976,1.0,0.243688226253533,1.0,0.24638738695753867,0.2406604187029182
stfdem,core,IT,10,2587,1,1.0,1.0,0.20703429282195512,1.0,0.2698647756889224,1.0,0.27360451745715164,0.2702170155547563
stfdem,core,IT,11,2759,1,1.0,1.0,0.20703429282195512,1.0,0.2708437209487752,1.0,0.27512725125177856,0.2711959608146091
stfdem,core,LT,10,1558,1,0.9,0.0,0.20663553322800737,1.0,0.28837643697462384,1.0,0.2795693950408905,0.2754910136059884
stfdem,core,LT,11,1295,1,0.9,0.0,0.20663553322800737,0.0,0.3013010000591759,0.0,0.2908213359693625,0.2860514666578322
stfdem,core,LV,10,1004,1,1.0,1.0,0.20630300541180863,1.0,0.2842008364143316,1.0,0.290921027532628,0.28513718486316797
stfdem,core,LV,11,1155,1,0.8,0.0,0.20630300541180863,1.0,0.2784244549622277,1.0,0.28522435174847777,0.2793050811099579
stfdem,core,ME,10,1260,1,1.0,1.0,0.2067290918775792,1.0,0.29018303583229876,1.0,0.3011875918288303,0.29057543409953057
stfdem,core,ME,11,1571,1,0.9,0.0,0.2067290918775792,1.0,0.28492826604724053,1.0,0.2901767568455144,0.2853097674802877
stfdem,core,NL,10,1449,1,1.0,1.0,0.20703429282195512,1.0,0.23428452883696776,1.0,0.23626149495331167,0.23410490345335244
stfdem,core,NL,11,1652,1,1.0,1.0,0.20703429282195512,1.0,0.24753666446511158,1.0,0.2489552306093814,0.2473570390814963
stfdem,core,NO,10,1406,1,0.8,0.0,0.204696204092697,0.0,0.24402162323838308,1.0,0.2420215473015884,0.23509503718218755
stfdem,core,NO,11,1331,1,0.8,0.0,0.204696204092697,1.0,0.2292844832540058,1.0,0.22511611943325321,0.22035789719781018
stfdem,core,PL,10,2025,1,0.3,0.0,0.1961787079737293,0.0,0.24684211666779526,0.0,0.24851623425364924,0.24570642890260103
stfdem,core,PL,11,1369,1,0.3,0.0,0.1961787079737293,0.0,0.2453746875347778,0.0,0.2473245118062891,0.24374955833824102
stfdem,core,PT,10,1726,1,1.0,1.0,0.20497341699188326,1.0,0.2733677943738396,1.0,0.27545302041638753,0.27285196242255505
stfdem,core,PT,11,1313,1,0.6,0.0,0.20497341699188326,1.0,0.2557919698117618,1.0,0.25811417513309654,0.2552383023978506
stfdem,core,RS,10,1473,1,0.8,0.0,0.20586736640617714,0.0,0.28786346269580176,0.0,0.2856360229233491,0.2732796769034877
stfdem,core,RS,11,1385,1,0.8,0.0,0.20586736640617714,1.0,0.289853140775873,1.0,0.2828793114286028,0.2759856671622212
stfdem,core,SE,10,2270,1,1.0,1.0,0.20703429282195512,1.0,0.25650563507620666,1.0,0.25770859680935876,0.2552883878167721
stfdem,core,SE,11,1208,1,1.0,1.0,0.20703429282195512,1.0,0.27114389443895937,1.0,0.27441425414503284,0.26991846692543636
stfdem,core,SI,10,1217,1,1.0,1.0,0.20703429282195512,1.0,0.2803849030870809,1.0,0.2833957811280542,0.2805082744946003
stfdem,core,SI,11,1192,1,1.0,1.0,0.20703429282195512,1.0,0.2811709221403628,1.0,0.28441375866172386,0.28129429354788227
stfdem,core,SK,10,1396,1,1.0,1.0,0.20703429282195512,1.0,0.27798662774240795,1.0,0.28406015261370654,0.2776568412329722
stfdem,core,SK,11,1413,1,1.0,1.0,0.20703429282195512,1.0,0.28975108344106537,1.0,0.29571850892967355,0.28930518047428333
