outcome,method,target,covered,mean_width,eff_K,attainable,target_score,cal_target_ratio,cal_mean,cal_q50,cal_q90
stfdem,S2,IL,1.0,0.44838434849586395,29,0.9,1.9217344853594143,1.114614722077654,2.1419935493059272,2.008697148542324,3.1790444527750403
stfdem,S3,IL,1.0,0.41140095300260177,29,0.9,1.961403192349227,1.1259249541218235,2.2083927993602015,2.207470658081004,3.2010014638929887
stfdem,U0,IS,1.0,0.449392112919356,29,0.9,0.12942676545361986,1.1142687034638643,0.14421619413552667,0.13080060027335716,0.21202998010140944
stfdem,S1,IS,1.0,0.7724645381108318,20,0.9047619047619048,,1.4326666003921236,3.4153562301587117,2.9127987726708637,5.868096111168859
stfdem,S2,IS,1.0,0.4464396403177912,29,0.9,1.846928215376585,1.1540717516240944,2.131487680643618,2.0128982334732406,3.1265600146394994
stfdem,S3,IS,1.0,0.419247664762199,29,0.9,2.182982340903523,1.0013063937373963,2.185834175362526,2.2421960520127366,3.1872638244641984
stfdem,U0,IT,1.0,0.449392112919356,29,0.9,0.20553605760851282,0.6888900051544705,0.14159173578535794,0.12942676545361986,0.21202998010140944
stfdem,S1,IT,1.0,0.8929654295997101,20,0.9047619047619048,,0.8302341447339933,3.7115984071009995,3.1206979112188744,6.37376557333556
stfdem,S2,IT,1.0,0.45046115167009715,29,0.9,2.28323792393634,0.9274030245916633,2.117481756520952,1.9194888138987756,3.18860647309298
stfdem,S3,IT,1.0,0.4194492747810343,29,0.9,3.2541263272494807,0.6668940476792301,2.170157478038953,2.0782169610674033,3.3880823249053997
stfdem,U0,LT,1.0,0.449392112919356,29,0.9,0.10126799340702575,1.4336927334139478,0.14518718627506438,0.13080060027335716,0.21202998010140944
stfdem,S1,LT,0.85,0.7669943717483657,20,0.9047619047619048,,0.8361076329111835,3.369000267261405,2.960445793253431,5.678496590598767
stfdem,S2,LT,1.0,0.44599428647047407,29,0.9,3.0426409254344238,0.6961723290681102,2.1182024195776332,2.0328910891858407,3.132658764725548
stfdem,S3,LT,0.0,0.4184509062112734,29,0.9,3.4822541691234803,0.6284003585478356,2.1882497684318905,2.173462190553032,3.204378848917685
stfdem,U0,NL,1.0,0.449392112919356,29,0.9,0.05321347728095843,2.759530969569233,0.1468442385552736,0.13080060027335716,0.21202998010140944
stfdem,S1,NL,1.0,0.7742762216573363,20,0.9047619047619048,,3.021859671149909,3.7531636813746196,3.0293542734099312,6.74302193265442
stfdem,S2,NL,1.0,0.4489677115914571,29,0.9,0.7741944156070334,2.776605743423339,2.1496326609007643,1.9878592410052438,3.124000216003479
stfdem,S3,NL,1.0,0.4189477889124653,29,0.9,0.8510084044151279,2.6124992212556957,2.2232587938165738,2.195294145645694,3.1857350220903577
stfdem,U0,NO,1.0,0.449392112919356,29,0.9,0.12237463027476886,1.180468295481698,0.1444593712106594,0.13080060027335716,0.21202998010140944
stfdem,S1,NO,0.8,0.7702039710498693,20,0.9047619047619048,,0.8828423259041731,3.431649105440724,2.9692654419099673,5.887336566661372
stfdem,S2,NO,1.0,0.44587651899229225,29,0.9,2.676522659137521,0.7907912698060882,2.1165707522841277,1.9364825140980444,3.120512352109934
stfdem,S3,NO,1.0,0.41815389997170466,29,0.9,2.466147656797786,0.8870372573559681,2.187564853720755,2.179049578579895,3.183764024723707
stfdem,U0,PL,0.0,0.41772692202368467,29,0.9,0.3149504544731023,0.43758890832277897,0.13781882554864794,0.12942676545361986,0.20620153828917873
stfdem,S1,PL,0.55,0.6974751243577041,20,0.9047619047619048,,0.5606465020942506,3.585046347922077,3.088868151056615,6.23239425856046
stfdem,S2,PL,0.0,0.3992952013626396,29,0.9,3.9488937740908923,0.5490929887254993,2.1683098845750846,2.0161223378320434,3.006472931248789
stfdem,S3,PL,0.0,0.4101682307191565,29,0.9,4.390412734011755,0.5127425635939576,2.251151480472744,2.2440281412447316,3.2145360134547984
stfdem,U0,PT,0.0,0.41772692202368467,29,0.9,0.224696056459678,0.6272074748009241,0.1409310461698005,0.12942676545361986,0.20620153828917873
stfdem,S1,PT,0.9,0.7995426532072011,20,0.9047619047619048,,0.7456274919725605,3.334414674832074,2.8594170288856704,6.035429162296252
stfdem,S2,PT,1.0,0.4500748753328091,29,0.9,2.5224416379845924,0.8457273831517526,2.13329796564573,1.9587268821711987,3.2020797496159283
stfdem,S3,PT,1.0,0.4262856962018257,29,0.9,2.75155919332407,0.8043257405449109,2.2131498858235403,2.1270149991585945,3.488224998048873
stfdem,U0,RU,1.0,0.449392112919356,29,0.9,0.1250126346401929,1.1548305173985205,0.14436840554288619,0.13080060027335716,0.21202998010140944
stfdem,S1,RU,1.0,0.8477334762076796,20,0.9047619047619048,,2.1354364421795164,3.549350879710429,3.0935374997088143,6.390857766467541
stfdem,S2,RU,1.0,0.44997402569020606,29,0.9,1.3733297394907957,1.5531925850897192,2.1330455682603,1.9878599317828487,3.133420751713423
stfdem,S3,RU,1.0,0.42283579159057194,29,0.9,1.3846508448308763,1.6046690992162698,2.221906423903809,2.1801647202181167,3.2326343182626394
stfdem,U0,SE,1.0,0.449392112919356,29,0.9,0.0789225956267794,1.8493780656078502,0.14595771723300388,0.13080060027335716,0.21202998010140944
stfdem,S1,SE,1.0,0.7748958930516764,20,0.9047619047619048,,1.2880484424076033,3.647998676962016,3.128741689320118,6.250557434019643
stfdem,S2,SE,1.0,0.44846356682455535,29,0.9,1.93615908605267,1.0973413290307708,2.1246273847040396,2.013150277163183,3.1273500737244815
stfdem,S3,SE,1.0,0.41870203376553855,29,0.9,2.3626393729459476,0.9249208277759825,2.185254364561294,2.1093117932415146,3.1855787023581477
stfdem,U0,SI,1.0,0.449392112919356,29,0.9,0.1980863391777672,0.7160949271746562,0.14184862262779743,0.12942676545361986,0.21202998010140944
stfdem,S1,SI,1.0,0.7247319812868565,20,0.9047619047619048,,1.0904952771558434,3.3589936567500893,2.818162711607441,5.875706324434978
stfdem,S2,SI,1.0,0.4537688375161715,29,0.9,2.2472677515865835,0.9436875851536769,2.120718677688476,1.910319254232623,3.184310122820085
stfdem,S3,SI,1.0,0.42036469307627916,29,0.9,2.6375140270932755,0.8342863124520122,2.2004418517041056,2.137702513091614,3.430040296380966
stfdem,U0,SK,1.0,0.449392112919356,29,0.9,0.17204399134050807,0.8297100846705113,0.14274663462218568,0.12942676545361986,0.21202998010140944
stfdem,S1,SK,1.0,0.7781542264889125,20,0.9047619047619048,,1.17556267562071,3.5437392967612853,2.845442520046121,6.6373466732174595
stfdem,S2,SK,1.0,0.44603319721973045,29,0.9,1.9304923413490749,1.1123468595741506,2.1473770933315928,2.0392226138703853,3.157690802502449
stfdem,S3,SK,1.0,0.41917355872526163,29,0.9,2.097867919184413,1.0741840230153494,2.2534962011843525,2.307840603404416,3.281688898774304
stfdem,U0,UA,1.0,0.449392112919356,29,0.9,0.16827865633871208,0.8490469134279047,0.14287647376017862,0.12942676545361986,0.21202998010140944
stfdem,S1,UA,0.4,0.7329018346357754,20,0.9047619047619048,,0.5748392840139537,3.2704882858980175,2.868105641844928,5.49170262184312
stfdem,S2,UA,1.0,0.4776277504483217,29,0.9,3.4057638740151677,0.6199480955282426,2.111396827514593,1.9118290146531571,3.050473967850792
stfdem,S3,UA,1.0,0.46955139903051907,29,0.9,3.8647582543230747,0.5746685176335062,2.2209548970236987,2.091977910373225,3.36627504677064
outcome,estimand,method,countries,covered,coverage,attainable
trstprl,A2_r10,U0,28,26,0.929,0.929
trstprl,A2_r10,S2,28,24,0.857,0.929
trstprl,A2_r11,U0,29,27,0.931,0.931
trstprl,A2_r11,S2,29,25,0.862,0.931
stfdem,A2_r10,U0,28,26,0.929,0.929
stfdem,A2_r10,S2,28,26,0.929,0.929
stfdem,A2_r11,U0,29,27,0.931,0.931
stfdem,A2_r11,S2,29,26,0.897,0.931
